Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating
Kakatiya Hospitals,HYDERABAD,TELANGANA,4.4,623.0,"CH5X+J9 Hyderabad, Telangana",17.4090625,78.5958679,2.7306800488565925
Matrix Hospital,HYDERABAD,TELANGANA,3.3,312.0,"CG2R+24 Hyderabad, Telangana",17.4000625,78.5377429,1.8058289755791244
Hope Children'S Hospital,HYDERABAD,TELANGANA,4.4,701.0,"CF4F+H9 Hyderabad, Telangana",17.4064375,78.4708679,2.781905946175822
Matrika Dr. Kalpana's Hospital,HYDERABAD,TELANGANA,3.7,215.0,"CFG6+X7 Hyderabad, Telangana",17.4274375,78.4581179,1.8973652186116463
The Deccan Hospital,HYDERABAD,TELANGANA,4.8,2778.0,"CFF4+V5 Hyderabad, Telangana",17.4246875,78.4528679,3.693844398798357
Star Hospitals,HYDERABAD,TELANGANA,4.7,7694.0,"CC8W+76 Hyderabad, Telangana",17.4156875,78.4429929,4.088617934146426
Spark Hospital,HYDERABAD,TELANGANA,2.8,241.0,"CH3M+43 Hyderabad, Telangana",17.4028125,78.5801179,1.4506353654582986
"NEO BBC new Born And Childrens 
Hospital",HYDERABAD,TELANGANA,3.4,227.0,"CG35+8X Hyderabad, Telangana",17.4033125,78.5073679,1.7561401127537994
Omni Hospital,HYDERABAD,TELANGANA,4.5,804.0,"CFF4+WJ Hyderabad, Telangana",17.4248125,78.4539929,2.9075855506349177
Pace Hospitals,HYDERABAD,TELANGANA,4.5,8345.0,"C9WM+QM Hyderabad, Telangana",17.4469375,78.3816179,3.947841784445586
Aster Prime Hospitals,HYDERABAD,TELANGANA,4.9,23334.0,"CCQW+2C Hyderabad, Telangana",17.4375625,78.4434929,4.802835899118942
Ravi Hospital (Hyderabad),Hyderabad,TELANGANA,4.5,211.0,"F9MX+P9 Hyderabad, Telangana",17.4843125,78.3958679,2.314105897829094
Krishna Multi Speciality Hospital,HYDERABAD,TELANGANA,3.4,38.0,"9HW6+X4 Hyderabad, Telangana",17.3974375,78.5577429,1.1627085450887724
GBR Hospital,HYDERABAD,TELANGANA,4.3,292.0,"9G9M+JV Hyderabad, Telangana",17.3690625,78.5321179,2.345746535866368
Eashwar Lakshmi Hospital,HYDERABAD,TELANGANA,2.8,47.0,"CF6Q+PH Hyderabad, Telangana",17.4118125,78.4863679,1.0029014136965695
Ravi Helios Hospital,HYDERABAD,TELANGANA,3.3,85.0,"CF6M+F5 Hyderabad, Telangana",17.4111875,78.4803679,1.3844409737553913
Ramdev Rao Memorial General Hospital,HYDERABAD,TELANGANA,3.9,1060.0,"FCR4+4Q Hyderabad, Telangana",17.4903125,78.4043679,2.6172170274626514
Nova ENT Hospital,HYDERABAD,TELANGANA,4.3,580.0,"CF94+9W Hyderabad, Telangana",17.4184375,78.4547429,2.6367148129576763
Indo Us Superspeciality Hospital,HYDERABAD,TELANGANA,4.5,588.0,"9GF2+37 Hyderabad, Telangana",17.3726875,78.4981179,2.768622267368358
Kamineni Hospitals Pvt. Ltd,HYDERABAD,TELANGANA,4.4,4784.0,"9H24+M6 Hyderabad, Telangana",17.3516875,78.5529929,3.616646440461509
Ikon Hospital,HYDERABAD,TELANGANA,3.7,334.0,"F9PQ+4X Hyderabad, Telangana",17.4853125,78.3873679,2.057864866390183
Yashoda Super Sprciality Hospital,HYDERABAD,TELANGANA,4.8,29007.0,"CFF4+QM Hyderabad, Telangana",17.4244375,78.4541179,4.806670284779256
"Vijaya Marie Hospital & Education 
Society",HYDERABAD,TELANGANA,3.4,400.0,"CF54+28 Hyderabad, Telangana",17.4075625,78.4532429,1.945891997244525
SVK Hospital,HYDERABAD,TELANGANA,2.8,41.0,"GC6W+QJ Hyderabad, Telangana",17.5119375,78.4439929,0.9659445111669571
Sai Sanjeevini Hospitals,HYDERABAD,TELANGANA,3.7,496.0,"9G6V+87 Hyderabad, Telangana",17.3608125,78.5406179,2.2021289736163303
"Dr Raos ENT Super Speciality 
International Hospital",HYDERABAD,TELANGANA,4.7,11009.0,"F9QV+7X Hyderabad, Telangana",17.4881875,78.3923679,4.255042650411364
"Apollo Hospitals Enterprises Ltd(Jubilee 
Hills)",HYDERABAD,TELANGANA,4.8,31554.0,"CC87+44 Hyderabad, Telangana",17.4153125,78.4102429,4.846600641353892
Sreshta Orange Hospitals,HYDERABAD,TELANGANA,4.3,1283.0,"8HW3+2G Hyderabad, Telangana",17.3450625,78.5512429,2.973759459533776
Leela Hospital,HYDERABAD,TELANGANA,4.1,228.5,,17.4946875,78.3959929,2.134461682575174
Citizens Hospital,HYDERABAD,TELANGANA,4.1,228.5,,17.4946875,78.3959929,2.134461682575174
"Remedy Super Speciality 
Hospital(Kukatpally )",HYDERABAD,TELANGANA,4.4,1997.0,"F9VX+VC Hyderabad, Telangana",17.4946875,78.3959929,3.2368159211848364
Femina Motherhood Hospital,HYDERABAD,TELANGANA,3.9,37.0,,17.4839375,78.3907429,1.3337572704427831
Sankhya Hospitals,HYDERABAD,TELANGANA,4.5,534.0,"F9MV+H8 Hyderabad, Telangana",17.4839375,78.3907429,2.725850363758983
"Sai Siva Childrens Hospital And Poly 
Clinic",HYDERABAD,TELANGANA,4.4,143.0,"F8VF+PJ Chanda Nagar, Hyderabad, Telangana",17.4943125,78.3214929,2.092944472567587
RR Hospital,HYDERABAD,TELANGANA,5.0,776.0,"FHXV+W4 Hyderabad, Telangana",17.4998125,78.5902429,3.2207667884092968
Srikara Hospitals,HYDERABAD,TELANGANA,4.6,2009.0,"8GVX+QC L. B. Nagar, Hyderabad, Telangana",17.3444375,78.5459929,3.3897808737556567
Virinchi Hospitals Hyderabad,HYDERABAD,TELANGANA,4.4,2917.0,"CF52+6G Hyderabad, Telangana",17.4080625,78.4487429,3.401541674472911
Konark Multispeciality Hospitals,HYDERABAD,TELANGANA,3.7,265.0,"GF6G+X5 Hyderabad, Telangana",17.5124375,78.4728679,1.9735159262167683
Majestic Hospital,HYDERABAD,TELANGANA,4.7,1285.0,"9CJC+2C Hyderabad, Telangana",17.3800625,78.4184929,3.2574847138201557
"Sunrise Super Speciality Children's 
Hospital",HYDERABAD,TELANGANA,2.0,277.0,"9FVQ+6Q Hyderabad, Telangana",17.3930625,78.4868679,1.0440089605303509
Pragna Hospitals,HYDERABAD,TELANGANA,3.6,205.0,"CFF2+J2 Hyderabad, Telangana",17.4240625,78.4474929,1.8273656604957789
Seha Hospital,Hyderabad,TELANGANA,2.6,36.0,"CF36+MX Hyderabad, Telangana",17.4041875,78.4598679,0.8594798474442235
"Sunrise Super Speciality Children'S 
Hospital",HYDERABAD,TELANGANA,2.0,277.0,"9FVQ+6Q Hyderabad, Telangana",17.3930625,78.4868679,1.0440089605303509
Trident Hospitals,HYDERABAD,TELANGANA,3.2,126.0,"796M+2J Hyderabad, Telangana",17.2600625,78.3814929,1.4637197623378648
Little Stars Children'S Hospital,HYDERABAD,TELANGANA,4.4,1404.0,"CC8W+2M Hyderabad, Telangana",17.4150625,78.4441179,3.0836774092302486
New Life Line Multi Speciality Hospital,HYDERABAD,TELANGANA,3.3,161.0,"FHQ7+5R Secunderabad, Telangana",17.4879375,78.5619929,1.5909992658777936
"Lk Hospital Pvt Ltd Diagnostics And Poly 
Clinic",HYDERABAD,TELANGANA,4.1,228.5,,17.5160625,78.4447429,2.134461682575174
Dr Laxmans Children Hospital,HYDERABAD,TELANGANA,4.0,107.0,"GC8W+CW Hyderabad, Telangana",17.5160625,78.4447429,1.7827046500762473
Bhavya Multispeciality Hospital,HYDERABAD,TELANGANA,4.4,112.0,"9HG4+VR Hyderabad, Telangana",17.3771875,78.5544929,1.9875094010304946
Gurunanak Care Hospitals,HYDERABAD,TELANGANA,4.3,1144.0,"CF8X+54 Hyderabad, Telangana",17.4154375,78.4952429,2.925061066517193
"Dr rajashekar Reddy Laparoscopy 
Hospital",HYDERABAD,TELANGANA,4.4,273.0,"9G3W+MQ L. B. Nagar, Hyderabad, Telangana",17.3541875,78.5443679,2.3727333067918566
Sreshta Sri Kamala Hospitals,HYDERABAD,TELANGANA,3.7,418.0,"9G9C+8V Hyderabad, Telangana",17.3683125,78.5196179,2.1396925516354375
Krishna Hospital,HYDERABAD,TELANGANA,3.8,22.0,,17.4920625,78.3989929,1.1092105777930048
Prasad Hospital,HYDERABAD,TELANGANA,4.6,2832.0,"FCR2+RJ Hyderabad, Telangana",17.4920625,78.3989929,3.5458299356749436
Shreyas Hospital,HYDERABAD,TELANGANA,4.5,1295.0,"FHH7+43 Secunderabad, Telangana",17.4778125,78.5601179,3.11939827508465
Vanaja Hospital,HYDERABAD,TELANGANA,4.1,228.5,"G834+VF Hyderabad, Telangana",17.5046875,78.3036179,2.134461682575174
Asha Hospital,HYDERABAD,TELANGANA,3.1,214.0,"CCCM+FR Hyderabad, Telangana",17.4211875,78.4319929,1.577152085508486
Sigma Hospitals,HYDERABAD,TELANGANA,3.0,49.0,,17.3390625,78.5207429,1.0915362241889952
RK Hospitals,HYDERABAD,TELANGANA,4.5,122.0,"8GQF+J8 Champapet, Telangana",17.3390625,78.5207429,2.0719548702993937
SM Hospital,HYDERABAD,TELANGANA,3.8,42.0,,17.4135625,78.4879929,1.344232298373707
Sri Narmada Hospital,HYDERABAD,TELANGANA,3.3,175.0,"CF7R+C6 Hyderabad, Telangana",17.4135625,78.4879929,1.6180362330007285
ST Theresas Hospital,HYDERABAD,TELANGANA,4.4,1994.0,"FC2Q+M2 Hyderabad, Telangana",17.4516875,78.4349929,3.236162401229734
Disha Childrens Hospital,HYDERABAD,TELANGANA,3.2,196.0,"9H34+23 Hyderabad, Telangana",17.3525625,78.5526179,1.6025823062039741
Preeti Urology & Kidney Hospital,HYDERABAD,TELANGANA,4.4,2082.0,"F9RW+GQ Hyderabad, Telangana",17.4913125,78.3943679,3.254935661568421
"Lotus Hospitals For Women & Children 
(Kukatpally)",HYDERABAD,TELANGANA,4.0,1068.0,"F9RV+C7 Hyderabad, Telangana",17.4910625,78.3906179,2.689051927594339
Lotus Hospitals For Women & Children,HYDERABAD,TELANGANA,4.0,1164.0,"CF36+M9 Hyderabad, Telangana",17.4041875,78.4583679,2.7230535582096476
Shine Childrens Hospital,HYDERABAD,TELANGANA,2.2,55.0,"8HX2+8R L. B. Nagar, Hyderabad, Telangana",17.4065625,78.4617429,0.806833796747873
"Vasavi Medical And Research 
Centre(Vasavi Hospital)",HYDERABAD,TELANGANA,4.5,119.0,"CF47+JP Hyderabad, Telangana",17.4065625,78.4617429,2.0609715484205067
Healthcare Hospital,HYDERABAD,TELANGANA,2.9,112.0,"8GWX+5P Hyderabad, Telangana",17.3454375,78.5467429,1.2865923167646642
Supraja Hospitals (Hyderabad),HYDERABAD,TELANGANA,4.1,944.0,"9HG5+P8 Hyderabad, Telangana",17.3768125,78.5557429,2.70802446573402
Sree Sreyas Hospital,HYDERABAD,TELANGANA,4.7,35.0,"8GWH+9J Hyderabad, Telangana",17.3459375,78.5264929,1.596284610495109
Sri Ganesh Orthopaedic Hospital,HYDERABAD,TELANGANA,4.5,154.0,"CCG4+GQ Jubilee Hills, Hyderabad, Telangana",17.4263125,78.4043679,2.1748112086593983
"Sai Krishna Super Speciality Neuro 
Hospital",HYDERABAD,TELANGANA,2.9,523.0,"9FQW+X9 Hyderabad, Telangana",17.3899375,78.4933679,1.7263433990491446
"Apollo Hospital Enterprises 
Ltd(Kanchanbagh-Drdo)",HYDERABAD,TELANGANA,4.7,3266.0,"8GV4+2R Hyderabad, Telangana",17.3425625,78.5044929,3.6906206692665218
"Medicover Hospitals (A Unit Of 
Sahrudaya Health Care Pvt Ltd)",HYDERABAD,TELANGANA,4.9,9258.0,"C9WH+M6 Hyderabad, Telangana",17.4466875,78.3754929,4.355132292319643
Aakar Asha Hospital,HYDERABAD,TELANGANA,4.6,145.0,"FCQ5+P6 Hyderabad, Telangana",17.4893125,78.4054929,2.197464223359247
Jayakrishna Hospital,HYDERABAD,TELANGANA,5.0,1.0,,17.5246875,78.4802429,0.2740561845970949
Janapareddy Hospitals Pvt Ltd,HYDERABAD,TELANGANA,4.3,1152.0,"GFFM+V4 Hyderabad, Telangana",17.5246875,78.4802429,2.9280204028296897
Manjeera Super Speciality Hospital,HYDERABAD,TELANGANA,3.8,201.0,"H3QG+V6 Pothreddipalle, Telangana",17.5896875,78.0729929,1.925327162661313
Sumana Hospital,HYDERABAD,TELANGANA,4.1,228.5,,17.4058125,78.4581179,2.134461682575174
Raja Hospital,HYDERABAD,TELANGANA,3.6,251.0,,17.4058125,78.4581179,1.8990865632183795
Cure Well Hospital,HYDERABAD,TELANGANA,3.4,14.0,"CF46+87 Hyderabad, Telangana",17.4058125,78.4581179,0.8415873545808571
"Sri Sai Raghavendra Multi Speciality 
Hospital",HYDERABAD,TELANGANA,5.0,10.0,"H3QM+F4 Sangareddy, Telangana",17.5886875,78.0802429,1.1165842416985887
Gleneagles Global Hospitals,HYDERABAD,TELANGANA,4.8,5200.0,"CF47+48 Hyderabad, Telangana",17.4053125,78.4607429,3.991213952174483
Shalini Hospitals,HYDERABAD,TELANGANA,3.9,2714.0,"9FVW+28 Hyderabad, Telangana",17.3925625,78.4932429,2.979420466022932
Prathima Hospitals,HYDERABAD,TELANGANA,4.2,1716.0,"F9WX+M2 Hyderabad, Telangana",17.4966875,78.3949929,3.0236503853176684
JJ Hospital,HYDERABAD,TELANGANA,3.5,579.0,"CCVJ+XX Hyderabad, Telangana",17.4449375,78.4298679,2.1328204564886986
Archana Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.1,1678.0,"F8WP+CX Miyapur, Telangana",17.4960625,78.3348679,2.940957532058276
Continental Hospitals,HYDERABAD,TELANGANA,4.6,18781.0,"C89Q+2Q Nanakramguda, Telangana",17.4175625,78.3368679,4.405897833809082
Mahavir Hospital And Research Centre,HYDERABAD,TELANGANA,3.2,433.0,"CF34+CR Hyderabad, Telangana",17.4035625,78.4544929,1.8524117953832937
Vijaya Hospital,HYDERABAD,TELANGANA,3.9,60.0,"F8WW+59 Madeenaguda, Telangana",17.4954375,78.3433679,1.5162073192662433
SLMS Hospital,HYDERABAD,TELANGANA,3.3,58.0,"9HG4+9P Hyderabad, Telangana",17.3759375,78.5542429,1.2615300891508752
Sri Tirumala Hospital,HYDERABAD,TELANGANA,4.5,737.0,"G872+8V Ameenpur, Miyapur, Hyderabad, Telangana",17.5133125,78.2996179,2.8689329506078747
Aruna Hospital,HYDERABAD,TELANGANA,3.1,226.0,"8HV3+QV L. B. Nagar, Hyderabad, Telangana",17.3444375,78.5521179,1.593794317018839
Vasundhara Hospital,HYDERABAD,TELANGANA,3.7,106.0,"FCFC+CM Hyderabad, Telangana",17.4735625,78.4191179,1.6404611206650719
Sri Siddeshwara Hospital,HYDERABAD,TELANGANA,2.9,114.0,"8GWC+JF Hyderabad, Telangana",17.3465625,78.5186179,1.2916213955186377
Care Hospital (Namapally),HYDERABAD,TELANGANA,4.5,3752.0,"9FPF+7J Hyderabad, Telangana",17.3856875,78.4714929,3.5923441291183975
"Prathima Hospitals A Unit Of Mamatha 
Medicare Private Ltd",HYDERABAD,TELANGANA,4.5,2241.0,"9FRW+23 Hyderabad, Telangana",17.3900625,78.4926179,3.36318786728582
Rainbow Children Hospital,HYDERABAD,TELANGANA,4.6,16998.0,"CCGJ+5Q Hyderabad, Telangana",17.4254375,78.4293679,4.360545388610649
Sri Sai Srinivasa Specialty Hospital,HYDERABAD,TELANGANA,4.0,180.0,"9FXR+5V Hyderabad, Telangana",17.3979375,78.4896179,1.9868651027309645
Saptagiri Hospital,HYDERABAD,TELANGANA,4.5,528.0,"9G9J+J3 Hyderabad, Telangana",17.3690625,78.5276179,2.720833747398228
Thumbay Hospital,HYDERABAD,TELANGANA,4.7,3463.0,"9FGR+Q6 Hyderabad, Telangana",17.3769375,78.4879929,3.717822159296795
Himabindu Hospitals,HYDERABAD,TELANGANA,2.4,21.0,"9C8H+Q3 Hyderabad, Telangana",17.3669375,78.4251179,0.6647668427759572
Vijaya Krishna Multi Specialty Hospital,HYDERABAD,TELANGANA,4.1,350.0,"FHJW+P3 Hyderabad, Telangana",17.4818125,78.5926179,2.30665153930527
Sagar Hospital,HYDERABAD,TELANGANA,4.9,262.0,"F9H9+Q2 Hyderabad, Telangana",17.4794375,78.3649929,2.630302400301691
"Abhaya Bbc New Born And Children 
Hospital",HYDERABAD,TELANGANA,2.8,66.0,"CG25+PQ Hyderabad, Telangana",17.4018125,78.5068679,1.0952004351245022
"Adavally Damodar Reddy Memorial 
Hospital(ADRM)",HYDERABAD,TELANGANA,5.0,3.0,,17.4444375,78.4607429,0.6166264153434635
"Aditya Hospital(Aditya Medmaxx Lifecare 
Pvt Ltd)",HYDERABAD,TELANGANA,4.4,106.0,"CFV7+Q8 Hyderabad, Telangana",17.4444375,78.4607429,1.9637807468191377
Amrita Ent Head And Neck Hospital,HYDERABAD,TELANGANA,4.4,1244.0,"F9QR+CH Hyderabad, Telangana",17.4885625,78.3888679,3.031095118680612
Apex Hospitals-Hyderabad,HYDERABAD,TELANGANA,3.8,438.0,"CH5X+6G Hyderabad, Telangana",17.4080625,78.5962429,2.216887963759232
"Apollo Hospitals Enterprises 
Ltd(Kukatpally)",Hyderabad,TELANGANA,4.1,23.0,"FCQ2+Q2 Hyderabad, Telangana",17.4894375,78.3974929,1.219436716555831
Apollo Spectra Hospital (Hyderabad),HYDERABAD,TELANGANA,4.8,3100.0,"CFQ3+32 Hyderabad, Telangana",17.4376875,78.4499929,3.745860599640261
Apoorva Hospital Mehdipatnam,HYDERABAD,TELANGANA,4.4,487.0,"9CRP+HQ Hyderabad, Telangana",17.3914375,78.4343679,2.6237621342591595
Aruna Hospital(L.B. Nagar),HYDERABAD,TELANGANA,3.1,226.0,"8HV3+QV L. B. Nagar, Hyderabad, Telangana",17.3444375,78.5521179,1.593794317018839
Bibi Cancer Hospital,Hyderabad,TELANGANA,3.4,95.0,"9GC2+37 Hyderabad, Telangana",17.3701875,78.4981179,1.4654381977139233
"Bristlecone Hospitals (A Unit Of Virinchi 
Ltd)",HYDERABAD,TELANGANA,3.2,80.0,"8HHW+9J Hyderabad, Telangana",17.3284375,78.5939929,1.3214660360174797
Care Hospitals,HYDERABAD,TELANGANA,4.5,5812.0,"CF72+23 Hyderabad, Telangana",17.4125625,78.4476179,3.786963332346588
"Century Super Speciality Hospital Pvt. Ltd 8-2-703, Road No 12,Telangana,,Banjara HillsNIL",HYDERABAD,TELANGANA,4.1,876.0,,17.4020625,78.5077429,2.677760188087557
"Durgabai Deshmukh Hospital And 
Research Centre",HYDERABAD,TELANGANA,3.0,21.0,"CG26+R4 Hyderabad, Telangana",17.4020625,78.5077429,0.848087065007265
"Evya Hospitals And Diabetic Reserach 
Center",HYDERABAD,TELANGANA,3.5,373.0,"8HQC+M8 Vanasthalipuram, Telangana",17.3391875,78.5682429,1.981024078952724
Geeta Multi Speciality Hospital,Hyderabad,TELANGANA,4.1,314.0,"CGW5+R8 Secunderabad, Telangana",17.4470625,78.5057429,2.2627964706649815
Harsha Hospital Hyderabad,HYDERABAD,TELANGANA,4.7,7677.0,"FCW8+44 Hyderabad, Telangana",17.4953125,78.4127429,4.087590456269539
Healix Hospital,Hyderabad,TELANGANA,4.3,842.0,"F8VW+PF Miyapur, Telangana",17.4943125,78.3436179,2.7949189669999983
Himagiri Hospitals Pvt Ltd,HYDERABAD,TELANGANA,4.2,3894.0,"C9R5+WF Hyderabad, Telangana",17.4423125,78.3561179,3.3637047675168392
"Icon Hospital ( A Unit Of Dandamudi 
Anish Health Care)",Hyderabad,TELANGANA,3.7,334.0,"F9PQ+4X Hyderabad, Telangana",17.4853125,78.3873679,2.057864866390183
"Basavatarakam Indo American Cancer 
Hospital & Research Institute",HYDERABAD,TELANGANA,4.0,2163.0,"CC8J+R6 Hyderabad, Telangana",17.4170625,78.4279929,2.9678872810078722
Jananii Hospital,HYDERABAD,TELANGANA,4.7,1106.0,"9GVJ+H3 Hyderabad, Telangana",17.3939375,78.5276179,3.1878534449827653
Kims Hospitals Enterprises Pvt Ltd,HYDERABAD,TELANGANA,4.5,27601.0,"CFPM+Q5 Begumpet, Hyderabad, Telangana",17.4369375,78.4803679,4.479871982640384
Kosaraju Hospitals,HYDERABAD,TELANGANA,4.1,228.5,"9CG9+6J Hyderabad, Telangana",17.3755625,78.4164929,2.134461682575174
Krishnaveni Multi Speciality Hospital,HYDERABAD,TELANGANA,2.7,148.0,"8HHV+WF Hyderabad, Telangana",17.3298125,78.5911179,1.2669449558106138
"Landmark Hospital(A Unit Of Capital 
Health Services India Pvt Ltd)",HYDERABAD,TELANGANA,4.5,2943.0,"F9XQ+M6 Hyderabad, Telangana",17.4991875,78.3854929,3.4843523043265994
Maa Ent Hospital,HYDERABAD,TELANGANA,4.3,1620.0,"CCG7+VP Hyderabad, Telangana",17.4271875,78.4117429,3.0728189324155513
Magnas V Hospital,HYDERABAD,TELANGANA,4.5,1248.0,"9G9J+69 Hyderabad, Telangana",17.3680625,78.5283679,3.102967573232625
"Mahesh Hospital And Research 
Foundation",Hyderabad,TELANGANA,3.4,17.0,"CF2R+6J Hyderabad, Telangana",17.4005625,78.4889929,0.9028606294093445
Manju Sudha Multi Speciality Hospital,HYDERABAD,TELANGANA,3.4,74.0,"9G9H+VP Hyderabad, Telangana",17.3696875,78.5267429,1.382475295985444
"Medicover Hospitals(A Unit Of Sahrudaya 
Health Centre Pvt Ltd)",HYDERABAD,TELANGANA,4.9,9258.0,"C9WH+M6 Hyderabad, Telangana",17.4466875,78.3754929,4.355132292319643
Mcs Neuro Hospital,HYDERABAD,TELANGANA,4.3,464.0,"F9VX+24 Hyderabad, Telangana",17.4925625,78.3952429,2.542054297854128
Medisys Hospital,HYDERABAD,TELANGANA,3.6,510.0,"8HR5+F3 Hyderabad, Telangana",17.3411875,78.5551179,2.1506453664636584
Microcare Ent Hospital Research Inst.,HYDERABAD,TELANGANA,4.6,3904.0,"F9VX+JC Hyderabad, Telangana",17.4940625,78.3959929,3.691748613033128
Motherhood Hospital (Banjara Hills),Hyderabad,TELANGANA,3.9,37.0,,17.3836875,78.4266179,1.3337572704427831
Mythri Hospital,HYDERABAD,TELANGANA,4.6,3240.0,"9CMH+FM Hyderabad, Telangana",17.3836875,78.4266179,3.6070060402716635
Mythri Hospital(Mehdipatanam),HYDERABAD,TELANGANA,4.6,3240.0,"9CMH+FM Hyderabad, Telangana",17.4564375,78.4362429,3.6070060402716635
"Neelima Hospital - Unit Of Neelima 
Hospitals Pvt Ltd",HYDERABAD,TELANGANA,4.2,2299.0,"FC4Q+HG Hyderabad, Telangana",17.4564375,78.4362429,3.1450109631400873
Nightingale Hospital,HYDERABAD,TELANGANA,4.5,787.0,"9G25+FR Hyderabad, Telangana",17.3511875,78.5069929,2.8980916146909452
"Nirmala Maternity Orthopaedic And 
General Hospital",HYDERABAD,TELANGANA,4.3,444.0,"9FV2+QQ Hyderabad, Telangana",17.3944375,78.4493679,2.523368521339275
Oakridge Hospitals,HYDERABAD,TELANGANA,3.9,79.0,"C9VP+X5 Madhapur, Hyderabad, Telangana",17.4449375,78.3828679,1.6207353595081875
Olive Hospital,HYDERABAD,TELANGANA,4.4,4324.0,"9CVG+CR Hyderabad, Telangana",17.3935625,78.4244929,3.5726876445170976
Omni Hospital,HYDERABAD,TELANGANA,4.3,3252.0,"9G9Q+9F Hyderabad, Telangana",17.3684375,78.5361179,3.3688690127786707
Ozone Hospitals,HYDERABAD,TELANGANA,4.8,1854.0,"9G5V+QX Hyderabad, Telangana",17.3594375,78.5423679,3.5020664644057597
Pace Hospital,HYDERABAD,TELANGANA,4.7,314.0,"F8VW+MR Hafeezpet, Hyderabad, Telangana",17.4941875,78.3444929,2.603963863369507
Pacific Hospital,Hyderabad,TELANGANA,4.4,7.0,"C99C+VP Hyderabad, Telangana",17.4196875,78.3692429,0.8358713630211395
Padmavathi Hospital (Hyderabad),Hyderabad,TELANGANA,4.1,267.0,"F9V5+WX Miyapur, Telangana",17.4948125,78.3573679,2.1973116227113714
Paramitha Childrens Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.3,1103.0,"9G5V+VW Hyderabad, Telangana",17.3596875,78.5422429,2.9095623717216013
Poulomi Hospitals,HYDERABAD,TELANGANA,4.0,1235.0,"FHJ3+X4 Secunderabad, Telangana",17.4824375,78.5502429,2.746443921508323
Premier Hospital Pvt.Ltd,HYDERABAD,TELANGANA,4.4,2855.0,"9CRG+JQ Hyderabad, Telangana",17.3915625,78.4243679,3.392201210940857
"Prime Hospitals (A Unit Of Sree 
Ramachandra Health Services Pvt Ltd)",HYDERABAD,TELANGANA,4.9,23334.0,"CCQW+2C Hyderabad, Telangana",17.4375625,78.4434929,4.802835899118942
Pujitha Hospital,Hyderabad,TELANGANA,4.3,44.0,,17.4566875,78.4761179,1.5494429827446676
Raghavendra Hospital(Hyderabad),Hyderabad,TELANGANA,4.4,273.0,"FF4H+MF Secunderabad, Telangana",17.4566875,78.4761179,2.3727333067918566
"Rainbow Hospital For Women And 
Childrenrainbow Childrens Medicare Pvt 
Ltd",HYDERABAD,TELANGANA,4.6,16998.0,"CCGJ+5Q Hyderabad, Telangana",17.4254375,78.4293679,4.360545388610649
Raja Hospital ( Hyderabad ),HYDERABAD,TELANGANA,3.6,251.0,,17.4954375,78.4506179,1.8990865632183795
Raman Hospital,HYDERABAD,TELANGANA,3.8,76.0,"FFW3+57 Hyderabad, Telangana",17.4954375,78.4506179,1.5630649824266343
Russh Super Speciality Hospital,HYDERABAD,TELANGANA,4.4,3103.0,"FFXH+V2 Hyderabad, Telangana",17.4954332,78.4120734,3.4284165945582386
S.V.S Hospital,Hyderabad,TELANGANA,3.6,375.0,"9FQV+P5 Hyderabad, Telangana",17.3893125,78.4903679,2.0414801371895814
Safe Childrens Hospital,HYDERABAD,TELANGANA,3.0,257.0,"9G97+VP Hyderabad, Telangana",17.3696875,78.5117429,1.5781307355218912
Sai Rajasri Hospitals,Hyderabad,TELANGANA,3.9,110.0,"9G6Q+FC Hyderabad, Telangana",17.3611875,78.5359929,1.746986350526155
Sai Ram Multi Speciality Hospital,HYDERABAD,TELANGANA,2.9,37.0,"9FVQ+XX Hyderabad, Telangana",17.3949375,78.4873679,0.9742005225986659
Sai Siddhartha Hospital,HYDERABAD,TELANGANA,4.1,212.0,"GC8W+V3 Hyderabad, Telangana",17.5171875,78.4426179,2.104224586523403
"Sai Vani Hospitals Ltd (A Unit Of Laxmi 
Jaya Hospitals Ltd)",HYDERABAD,TELANGANA,3.3,377.0,"CF6M+9C Hyderabad, Telangana",17.4109375,78.4809929,1.8673777334120878
Sbr Pulse Hospital,HYDERABAD,TELANGANA,3.8,50.0,"9G8P+X9 Hyderabad, Telangana",17.3674375,78.5333679,1.4083210381516766
Shyam Hospital,HYDERABAD,TELANGANA,4.0,99.0,"8HF4+6V Hyderabad, Telangana",17.3230625,78.5546179,1.7522758322321803
Sigma Hospitals(Hyderabad),Hyderabad,TELANGANA,3.0,49.0,,17.4430625,78.4412429,1.0915362241889952
"Soumya Hospital For Women And 
Children",HYDERABAD,TELANGANA,4.2,939.0,"CCVV+6G Hyderabad, Telangana",17.4430625,78.4412429,2.7735425329090884
Sowmya Children'S Hospital,Hyderabad,TELANGANA,4.2,939.0,"CCVV+6G Hyderabad, Telangana",17.4430625,78.4412429,2.7735425329090884
Sowmya Hospital,HYDERABAD,TELANGANA,3.3,94.0,"CG55+WC Hyderabad, Telangana",17.4098125,78.5059929,1.4169063419834556
"Sri Radhika Multispecialty HospitalSri 
Radhika Hospital",HYDERABAD,TELANGANA,4.5,552.0,"8GC8+5X Hyderabad, Telangana",17.3204375,78.5148679,2.740569417873123
