Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude
Konark Multispeciality Hospitals,HYDERABAD,TELANGANA,3.7,265.0,"GF6G+X5 Hyderabad, Telangana",17.5124375,78.4728679
Majestic Hospital,HYDERABAD,TELANGANA,4.7,1285.0,"9CJC+2C Hyderabad, Telangana",17.3800625,78.4184929
"Sunrise Super Speciality Children's 
Hospital",HYDERABAD,TELANGANA,2.0,277.0,"9FVQ+6Q Hyderabad, Telangana",17.3930625,78.4868679
Pragna Hospitals,HYDERABAD,TELANGANA,3.6,205.0,"CFF2+J2 Hyderabad, Telangana",17.4240625,78.4474929
Seha Hospital,Hyderabad,TELANGANA,2.6,36.0,"CF36+MX Hyderabad, Telangana",17.4041875,78.4598679
"Sunrise Super Speciality Children'S 
Hospital",HYDERABAD,TELANGANA,2.0,277.0,"9FVQ+6Q Hyderabad, Telangana",17.3930625,78.4868679
Trident Hospitals,HYDERABAD,TELANGANA,3.2,126.0,"796M+2J Hyderabad, Telangana",17.2600625,78.3814929
Little Stars Children'S Hospital,HYDERABAD,TELANGANA,4.4,1404.0,"CC8W+2M Hyderabad, Telangana",17.4150625,78.4441179
New Life Line Multi Speciality Hospital,HYDERABAD,TELANGANA,3.3,161.0,"FHQ7+5R Secunderabad, Telangana",17.4879375,78.5619929
"Lk Hospital Pvt Ltd Diagnostics And Poly 
Clinic",HYDERABAD,TELANGANA,,,,,
Dr Laxmans Children Hospital,HYDERABAD,TELANGANA,4.0,107.0,"GC8W+CW Hyderabad, Telangana",17.5160625,78.4447429
Bhavya Multispeciality Hospital,HYDERABAD,TELANGANA,4.4,112.0,"9HG4+VR Hyderabad, Telangana",17.3771875,78.5544929
Gurunanak Care Hospitals,HYDERABAD,TELANGANA,4.3,1144.0,"CF8X+54 Hyderabad, Telangana",17.4154375,78.4952429
"Dr rajashekar Reddy Laparoscopy 
Hospital",HYDERABAD,TELANGANA,4.4,273.0,"9G3W+MQ L. B. Nagar, Hyderabad, Telangana",17.3541875,78.5443679
Sreshta Sri Kamala Hospitals,HYDERABAD,TELANGANA,3.7,418.0,"9G9C+8V Hyderabad, Telangana",17.3683125,78.5196179
Krishna Hospital,HYDERABAD,TELANGANA,3.8,22.0,,,
Prasad Hospital,HYDERABAD,TELANGANA,4.6,2832.0,"FCR2+RJ Hyderabad, Telangana",17.4920625,78.3989929
Shreyas Hospital,HYDERABAD,TELANGANA,4.5,1295.0,"FHH7+43 Secunderabad, Telangana",17.4778125,78.5601179
Vanaja Hospital,HYDERABAD,TELANGANA,,,"G834+VF Hyderabad, Telangana",17.5046875,78.3036179
Asha Hospital,HYDERABAD,TELANGANA,3.1,214.0,"CCCM+FR Hyderabad, Telangana",17.4211875,78.4319929
Sigma Hospitals,HYDERABAD,TELANGANA,3.0,49.0,,,
RK Hospitals,HYDERABAD,TELANGANA,4.5,122.0,"8GQF+J8 Champapet, Telangana",17.3390625,78.5207429
SM Hospital,HYDERABAD,TELANGANA,3.8,42.0,,,
Sri Narmada Hospital,HYDERABAD,TELANGANA,3.3,175.0,"CF7R+C6 Hyderabad, Telangana",17.4135625,78.4879929
ST Theresas Hospital,HYDERABAD,TELANGANA,4.4,1994.0,"FC2Q+M2 Hyderabad, Telangana",17.4516875,78.4349929
Disha Childrens Hospital,HYDERABAD,TELANGANA,3.2,196.0,"9H34+23 Hyderabad, Telangana",17.3525625,78.5526179
Preeti Urology & Kidney Hospital,HYDERABAD,TELANGANA,4.4,2082.0,"F9RW+GQ Hyderabad, Telangana",17.4913125,78.3943679
"Lotus Hospitals For Women & Children 
(Kukatpally)",HYDERABAD,TELANGANA,4.0,1068.0,"F9RV+C7 Hyderabad, Telangana",17.4910625,78.3906179
Lotus Hospitals For Women & Children,HYDERABAD,TELANGANA,4.0,1164.0,"CF36+M9 Hyderabad, Telangana",17.4041875,78.4583679
Shine Childrens Hospital,HYDERABAD,TELANGANA,2.2,55.0,"8HX2+8R L. B. Nagar, Hyderabad, Telangana",,
"Vasavi Medical And Research 
Centre(Vasavi Hospital)",HYDERABAD,TELANGANA,4.5,119.0,"CF47+JP Hyderabad, Telangana",17.4065625,78.4617429
Healthcare Hospital,HYDERABAD,TELANGANA,2.9,112.0,"8GWX+5P Hyderabad, Telangana",17.3454375,78.5467429
Supraja Hospitals (Hyderabad),HYDERABAD,TELANGANA,4.1,944.0,"9HG5+P8 Hyderabad, Telangana",17.3768125,78.5557429
Sree Sreyas Hospital,HYDERABAD,TELANGANA,4.7,35.0,"8GWH+9J Hyderabad, Telangana",17.3459375,78.5264929
Sri Ganesh Orthopaedic Hospital,HYDERABAD,TELANGANA,4.5,154.0,"CCG4+GQ Jubilee Hills, Hyderabad, Telangana",17.4263125,78.4043679
"Sai Krishna Super Speciality Neuro 
Hospital",HYDERABAD,TELANGANA,2.9,523.0,"9FQW+X9 Hyderabad, Telangana",17.3899375,78.4933679
"Apollo Hospital Enterprises 
Ltd(Kanchanbagh-Drdo)",HYDERABAD,TELANGANA,4.7,3266.0,"8GV4+2R Hyderabad, Telangana",17.3425625,78.5044929
"Medicover Hospitals (A Unit Of 
Sahrudaya Health Care Pvt Ltd)",HYDERABAD,TELANGANA,4.9,9258.0,"C9WH+M6 Hyderabad, Telangana",17.4466875,78.3754929
Aakar Asha Hospital,HYDERABAD,TELANGANA,4.6,145.0,"FCQ5+P6 Hyderabad, Telangana",17.4893125,78.4054929
Jayakrishna Hospital,HYDERABAD,TELANGANA,5.0,1.0,,,
Janapareddy Hospitals Pvt Ltd,HYDERABAD,TELANGANA,4.3,1152.0,"GFFM+V4 Hyderabad, Telangana",17.5246875,78.4802429
Manjeera Super Speciality Hospital,HYDERABAD,TELANGANA,3.8,201.0,"H3QG+V6 Pothreddipalle, Telangana",17.5896875,78.0729929
Sumana Hospital,HYDERABAD,TELANGANA,,,,,
Raja Hospital,HYDERABAD,TELANGANA,3.6,251.0,,,
Cure Well Hospital,HYDERABAD,TELANGANA,3.4,14.0,"CF46+87 Hyderabad, Telangana",17.4058125,78.4581179
"Sri Sai Raghavendra Multi Speciality 
Hospital",HYDERABAD,TELANGANA,5.0,10.0,"H3QM+F4 Sangareddy, Telangana",17.5886875,78.0802429
Gleneagles Global Hospitals,HYDERABAD,TELANGANA,4.8,5200.0,"CF47+48 Hyderabad, Telangana",17.4053125,78.4607429
Shalini Hospitals,HYDERABAD,TELANGANA,3.9,2714.0,"9FVW+28 Hyderabad, Telangana",17.3925625,78.4932429
Prathima Hospitals,HYDERABAD,TELANGANA,4.2,1716.0,"F9WX+M2 Hyderabad, Telangana",17.4966875,78.3949929
JJ Hospital,HYDERABAD,TELANGANA,3.5,579.0,"CCVJ+XX Hyderabad, Telangana",17.4449375,78.4298679
Archana Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.1,1678.0,"F8WP+CX Miyapur, Telangana",17.4960625,78.3348679
Continental Hospitals,HYDERABAD,TELANGANA,4.6,18781.0,"C89Q+2Q Nanakramguda, Telangana",17.4175625,78.3368679
Mahavir Hospital And Research Centre,HYDERABAD,TELANGANA,3.2,433.0,"CF34+CR Hyderabad, Telangana",17.4035625,78.4544929
Vijaya Hospital,HYDERABAD,TELANGANA,3.9,60.0,"F8WW+59 Madeenaguda, Telangana",17.4954375,78.3433679
SLMS Hospital,HYDERABAD,TELANGANA,3.3,58.0,"9HG4+9P Hyderabad, Telangana",17.3759375,78.5542429
Sri Tirumala Hospital,HYDERABAD,TELANGANA,4.5,737.0,"G872+8V Ameenpur, Miyapur, Hyderabad, Telangana",17.5133125,78.2996179
Aruna Hospital,HYDERABAD,TELANGANA,3.1,226.0,"8HV3+QV L. B. Nagar, Hyderabad, Telangana",17.3444375,78.5521179
Vasundhara Hospital,HYDERABAD,TELANGANA,3.7,106.0,"FCFC+CM Hyderabad, Telangana",17.4735625,78.4191179
Sri Siddeshwara Hospital,HYDERABAD,TELANGANA,2.9,114.0,"8GWC+JF Hyderabad, Telangana",17.3465625,78.5186179
Care Hospital (Namapally),HYDERABAD,TELANGANA,4.5,3752.0,"9FPF+7J Hyderabad, Telangana",17.3856875,78.4714929
"Prathima Hospitals A Unit Of Mamatha 
Medicare Private Ltd",HYDERABAD,TELANGANA,4.5,2241.0,"9FRW+23 Hyderabad, Telangana",17.3900625,78.4926179
Rainbow Children Hospital,HYDERABAD,TELANGANA,4.6,16998.0,"CCGJ+5Q Hyderabad, Telangana",17.4254375,78.4293679
Sri Sai Srinivasa Specialty Hospital,HYDERABAD,TELANGANA,4.0,180.0,"9FXR+5V Hyderabad, Telangana",17.3979375,78.4896179
Saptagiri Hospital,HYDERABAD,TELANGANA,4.5,528.0,"9G9J+J3 Hyderabad, Telangana",17.3690625,78.5276179
Thumbay Hospital,HYDERABAD,TELANGANA,4.7,3463.0,"9FGR+Q6 Hyderabad, Telangana",17.3769375,78.4879929
Himabindu Hospitals,HYDERABAD,TELANGANA,2.4,21.0,"9C8H+Q3 Hyderabad, Telangana",17.3669375,78.4251179
Vijaya Krishna Multi Specialty Hospital,HYDERABAD,TELANGANA,4.1,350.0,"FHJW+P3 Hyderabad, Telangana",17.4818125,78.5926179
Sagar Hospital,HYDERABAD,TELANGANA,4.9,262.0,"F9H9+Q2 Hyderabad, Telangana",17.4794375,78.3649929
"Abhaya Bbc New Born And Children 
Hospital",HYDERABAD,TELANGANA,2.8,66.0,"CG25+PQ Hyderabad, Telangana",17.4018125,78.5068679
"Adavally Damodar Reddy Memorial 
Hospital(ADRM)",HYDERABAD,TELANGANA,5.0,3.0,,,
"Aditya Hospital(Aditya Medmaxx Lifecare 
Pvt Ltd)",HYDERABAD,TELANGANA,4.4,106.0,"CFV7+Q8 Hyderabad, Telangana",17.4444375,78.4607429
Amrita Ent Head And Neck Hospital,HYDERABAD,TELANGANA,4.4,1244.0,"F9QR+CH Hyderabad, Telangana",17.4885625,78.3888679
Apex Hospitals-Hyderabad,HYDERABAD,TELANGANA,3.8,438.0,"CH5X+6G Hyderabad, Telangana",17.4080625,78.5962429
"Apollo Hospitals Enterprises 
Ltd(Kukatpally)",Hyderabad,TELANGANA,4.1,23.0,"FCQ2+Q2 Hyderabad, Telangana",17.4894375,78.3974929
Apollo Spectra Hospital (Hyderabad),HYDERABAD,TELANGANA,4.8,3100.0,"CFQ3+32 Hyderabad, Telangana",17.4376875,78.4499929
Apoorva Hospital Mehdipatnam,HYDERABAD,TELANGANA,4.4,487.0,"9CRP+HQ Hyderabad, Telangana",17.3914375,78.4343679
Aruna Hospital(L.B. Nagar),HYDERABAD,TELANGANA,3.1,226.0,"8HV3+QV L. B. Nagar, Hyderabad, Telangana",17.3444375,78.5521179
Bibi Cancer Hospital,Hyderabad,TELANGANA,3.4,95.0,"9GC2+37 Hyderabad, Telangana",17.3701875,78.4981179
"Bristlecone Hospitals (A Unit Of Virinchi 
Ltd)",HYDERABAD,TELANGANA,3.2,80.0,"8HHW+9J Hyderabad, Telangana",17.3284375,78.5939929
Care Hospitals,HYDERABAD,TELANGANA,4.5,5812.0,"CF72+23 Hyderabad, Telangana",17.4125625,78.4476179
"Century Super Speciality Hospital Pvt. Ltd 8-2-703, Road No 12,Telangana,,Banjara HillsNIL",HYDERABAD,TELANGANA,4.1,876.0,,,
"Durgabai Deshmukh Hospital And 
Research Centre",HYDERABAD,TELANGANA,3.0,21.0,"CG26+R4 Hyderabad, Telangana",17.4020625,78.5077429
"Evya Hospitals And Diabetic Reserach 
Center",HYDERABAD,TELANGANA,3.5,373.0,"8HQC+M8 Vanasthalipuram, Telangana",17.3391875,78.5682429
Geeta Multi Speciality Hospital,Hyderabad,TELANGANA,4.1,314.0,"CGW5+R8 Secunderabad, Telangana",17.4470625,78.5057429
Harsha Hospital Hyderabad,HYDERABAD,TELANGANA,4.7,7677.0,"FCW8+44 Hyderabad, Telangana",17.4953125,78.4127429
Healix Hospital,Hyderabad,TELANGANA,4.3,842.0,"F8VW+PF Miyapur, Telangana",17.4943125,78.3436179
Himagiri Hospitals Pvt Ltd,HYDERABAD,TELANGANA,4.2,3894.0,"C9R5+WF Hyderabad, Telangana",17.4423125,78.3561179
"Icon Hospital ( A Unit Of Dandamudi 
Anish Health Care)",Hyderabad,TELANGANA,3.7,334.0,"F9PQ+4X Hyderabad, Telangana",17.4853125,78.3873679
"Basavatarakam Indo American Cancer 
Hospital & Research Institute",HYDERABAD,TELANGANA,4.0,2163.0,"CC8J+R6 Hyderabad, Telangana",17.4170625,78.4279929
Jananii Hospital,HYDERABAD,TELANGANA,4.7,1106.0,"9GVJ+H3 Hyderabad, Telangana",17.3939375,78.5276179
Kims Hospitals Enterprises Pvt Ltd,HYDERABAD,TELANGANA,4.5,27601.0,"CFPM+Q5 Begumpet, Hyderabad, Telangana",17.4369375,78.4803679
Kosaraju Hospitals,HYDERABAD,TELANGANA,,,"9CG9+6J Hyderabad, Telangana",17.3755625,78.4164929
Krishnaveni Multi Speciality Hospital,HYDERABAD,TELANGANA,2.7,148.0,"8HHV+WF Hyderabad, Telangana",17.3298125,78.5911179
"Landmark Hospital(A Unit Of Capital 
Health Services India Pvt Ltd)",HYDERABAD,TELANGANA,4.5,2943.0,"F9XQ+M6 Hyderabad, Telangana",17.4991875,78.3854929
Maa Ent Hospital,HYDERABAD,TELANGANA,4.3,1620.0,"CCG7+VP Hyderabad, Telangana",17.4271875,78.4117429
Magnas V Hospital,HYDERABAD,TELANGANA,4.5,1248.0,"9G9J+69 Hyderabad, Telangana",17.3680625,78.5283679
"Mahesh Hospital And Research 
Foundation",Hyderabad,TELANGANA,3.4,17.0,"CF2R+6J Hyderabad, Telangana",17.4005625,78.4889929
Manju Sudha Multi Speciality Hospital,HYDERABAD,TELANGANA,3.4,74.0,"9G9H+VP Hyderabad, Telangana",17.3696875,78.5267429
"Medicover Hospitals(A Unit Of Sahrudaya 
Health Centre Pvt Ltd)",HYDERABAD,TELANGANA,4.9,9258.0,"C9WH+M6 Hyderabad, Telangana",17.4466875,78.3754929
Mcs Neuro Hospital,HYDERABAD,TELANGANA,4.3,464.0,"F9VX+24 Hyderabad, Telangana",17.4925625,78.3952429
Medisys Hospital,HYDERABAD,TELANGANA,3.6,510.0,"8HR5+F3 Hyderabad, Telangana",17.3411875,78.5551179
Microcare Ent Hospital Research Inst.,HYDERABAD,TELANGANA,4.6,3904.0,"F9VX+JC Hyderabad, Telangana",17.4940625,78.3959929
Motherhood Hospital (Banjara Hills),Hyderabad,TELANGANA,3.9,37.0,,,
Mythri Hospital,HYDERABAD,TELANGANA,4.6,3240.0,"9CMH+FM Hyderabad, Telangana",17.3836875,78.4266179
Mythri Hospital(Mehdipatanam),HYDERABAD,TELANGANA,4.6,3240.0,"9CMH+FM Hyderabad, Telangana",,
"Neelima Hospital - Unit Of Neelima 
Hospitals Pvt Ltd",HYDERABAD,TELANGANA,4.2,2299.0,"FC4Q+HG Hyderabad, Telangana",17.4564375,78.4362429
Nightingale Hospital,HYDERABAD,TELANGANA,4.5,787.0,"9G25+FR Hyderabad, Telangana",17.3511875,78.5069929
"Nirmala Maternity Orthopaedic And 
General Hospital",HYDERABAD,TELANGANA,4.3,444.0,"9FV2+QQ Hyderabad, Telangana",17.3944375,78.4493679
Oakridge Hospitals,HYDERABAD,TELANGANA,3.9,79.0,"C9VP+X5 Madhapur, Hyderabad, Telangana",17.4449375,78.3828679
Olive Hospital,HYDERABAD,TELANGANA,4.4,4324.0,"9CVG+CR Hyderabad, Telangana",17.3935625,78.4244929
Omni Hospital,HYDERABAD,TELANGANA,4.3,3252.0,"9G9Q+9F Hyderabad, Telangana",17.3684375,78.5361179
Ozone Hospitals,HYDERABAD,TELANGANA,4.8,1854.0,"9G5V+QX Hyderabad, Telangana",17.3594375,78.5423679
Pace Hospital,HYDERABAD,TELANGANA,4.7,314.0,"F8VW+MR Hafeezpet, Hyderabad, Telangana",17.4941875,78.3444929
Pacific Hospital,Hyderabad,TELANGANA,4.4,7.0,"C99C+VP Hyderabad, Telangana",17.4196875,78.3692429
Padmavathi Hospital (Hyderabad),Hyderabad,TELANGANA,4.1,267.0,"F9V5+WX Miyapur, Telangana",17.4948125,78.3573679
Paramitha Childrens Hospital Pvt Ltd,HYDERABAD,TELANGANA,4.3,1103.0,"9G5V+VW Hyderabad, Telangana",17.3596875,78.5422429
Poulomi Hospitals,HYDERABAD,TELANGANA,4.0,1235.0,"FHJ3+X4 Secunderabad, Telangana",17.4824375,78.5502429
Premier Hospital Pvt.Ltd,HYDERABAD,TELANGANA,4.4,2855.0,"9CRG+JQ Hyderabad, Telangana",17.3915625,78.4243679
"Prime Hospitals (A Unit Of Sree 
Ramachandra Health Services Pvt Ltd)",HYDERABAD,TELANGANA,4.9,23334.0,"CCQW+2C Hyderabad, Telangana",17.4375625,78.4434929
Pujitha Hospital,Hyderabad,TELANGANA,4.3,44.0,,,
Raghavendra Hospital(Hyderabad),Hyderabad,TELANGANA,4.4,273.0,"FF4H+MF Secunderabad, Telangana",17.4566875,78.4761179
"Rainbow Hospital For Women And 
Childrenrainbow Childrens Medicare Pvt 
Ltd",HYDERABAD,TELANGANA,4.6,16998.0,"CCGJ+5Q Hyderabad, Telangana",17.4254375,78.4293679
Raja Hospital ( Hyderabad ),HYDERABAD,TELANGANA,3.6,251.0,,,
Raman Hospital,HYDERABAD,TELANGANA,3.8,76.0,"FFW3+57 Hyderabad, Telangana",17.4954375,78.4506179
Russh Super Speciality Hospital,HYDERABAD,TELANGANA,4.4,3103.0,"FFXH+V2 Hyderabad, Telangana",17.4954332,78.4120734
S.V.S Hospital,Hyderabad,TELANGANA,3.6,375.0,"9FQV+P5 Hyderabad, Telangana",17.3893125,78.4903679
Safe Childrens Hospital,HYDERABAD,TELANGANA,3.0,257.0,"9G97+VP Hyderabad, Telangana",17.3696875,78.5117429
Sai Rajasri Hospitals,Hyderabad,TELANGANA,3.9,110.0,"9G6Q+FC Hyderabad, Telangana",17.3611875,78.5359929
Sai Ram Multi Speciality Hospital,HYDERABAD,TELANGANA,2.9,37.0,"9FVQ+XX Hyderabad, Telangana",17.3949375,78.4873679
Sai Siddhartha Hospital,HYDERABAD,TELANGANA,4.1,212.0,"GC8W+V3 Hyderabad, Telangana",17.5171875,78.4426179
"Sai Vani Hospitals Ltd (A Unit Of Laxmi 
Jaya Hospitals Ltd)",HYDERABAD,TELANGANA,3.3,377.0,"CF6M+9C Hyderabad, Telangana",17.4109375,78.4809929
Sbr Pulse Hospital,HYDERABAD,TELANGANA,3.8,50.0,"9G8P+X9 Hyderabad, Telangana",17.3674375,78.5333679
Shyam Hospital,HYDERABAD,TELANGANA,4.0,99.0,"8HF4+6V Hyderabad, Telangana",17.3230625,78.5546179
Sigma Hospitals(Hyderabad),Hyderabad,TELANGANA,3.0,49.0,,,
"Soumya Hospital For Women And 
Children",HYDERABAD,TELANGANA,4.2,939.0,"CCVV+6G Hyderabad, Telangana",17.4430625,78.4412429
Sowmya Children'S Hospital,Hyderabad,TELANGANA,4.2,939.0,"CCVV+6G Hyderabad, Telangana",17.4430625,78.4412429
Sowmya Hospital,HYDERABAD,TELANGANA,3.3,94.0,"CG55+WC Hyderabad, Telangana",17.4098125,78.5059929
"Sri Radhika Multispecialty HospitalSri 
Radhika Hospital",HYDERABAD,TELANGANA,4.5,552.0,"8GC8+5X Hyderabad, Telangana",17.3204375,78.5148679
"Sri Sai Ram Hospital, Hyderabad",Hyderabad,TELANGANA,4.0,1.0,,,
"Sri Sri Holistic Hospitals(A Unit Of Sree 
Ramachandra Health Servises Pvt",HYDERABAD,TELANGANA,4.4,5263.0,"G92Q+PH Hyderabad, Telangana",17.5018125,78.3863679
"Srikara Hospitals ( A Unit Of SNR Galaxy 
Hospiitals Hyderabad Pvt Ltd)",HYDERABAD,TELANGANA,3.3,19.0,,,
Sunrise Hospitals(Hyderabad),Hyderabad,TELANGANA,4.5,632.0,"8JH2+6M Hyderabad, Telangana",17.3280625,78.5991179
Suraksha Women And Children Hospital,HYDERABAD,TELANGANA,3.7,597.0,"GF8J+R6 Hyderabad, Telangana",17.5170625,78.4779929
Susheela Hospital(Hyderabad),HYDERABAD,TELANGANA,2.8,155.0,"CCPP+2H Hyderabad, Telangana",17.4350625,78.4338679
Sv Multispeciality Hospital,Hyderabad,TELANGANA,3.4,48.0,"8GC9+CX Balapur, Telangana",17.3210625,78.5173679
Tirumala Multi Speciality Hospital,HYDERABAD,TELANGANA,2.6,30.0,"8HP2+G7 Hyderabad, Telangana",17.3363125,78.5481179
Udai Omni Hospitals,HYDERABAD,TELANGANA,4.4,2270.0,"9FWC+QX Hyderabad, Telangana",17.3969375,78.4698679
Usha Mohan Hospital,Hyderabad,TELANGANA,3.7,11.0,,,
Vijay Marie Hospital,Hyderabad,TELANGANA,3.4,400.0,"CF54+28 Hyderabad, Telangana",17.4075625,78.4532429
Vijaya Hospital,HYDERABAD,TELANGANA,3.9,60.0,"F8WW+59 Madeenaguda, Telangana",17.4954375,78.3433679
Vijaya Hospital(Madeenaguda),HYDERABAD,TELANGANA,3.9,60.0,"F8WW+59 Madeenaguda, Telangana",,
Zoi Hospitals,HYDERABAD,TELANGANA,4.5,750.0,"CFH4+4W Hyderabad, Telangana",17.4278125,78.4547429
Pulse Hospital,HYDERABAD,TELANGANA,4.7,528.0,"F9G6+XP Hyderabad, Telangana",17.4774375,78.3592429
Sri Ramakrishna Hospital (Hyderabad),HYDERABAD,TELANGANA,4.0,28.0,"9FPV+GP Hyderabad, Telangana",17.3863125,78.4917429
KIMS BIBI Hospital,HYDERABAD,TELANGANA,4.7,3.0,,,
Sri Sai Balaji Hospital,HYDERABAD,TELANGANA,3.5,64.0,"9H66+PR Hyderabad, Telangana",17.3618125,78.5594929
Sahasva Hospital,HYDERABAD,TELANGANA,3.4,13.0,"9GV5+HG Hyderabad, Telangana",17.3939375,78.5062429
Sri Laxmi Health Care Hospital,HYDERABAD,TELANGANA,4.4,7.0,"9HG9+RQ Hyderabad, Telangana",17.3770625,78.5668679
Zoi Hospitals,HYDERABAD,TELANGANA,4.5,154.0,"CCG4+GQ Jubilee Hills, Hyderabad, Telangana",17.4263125,78.4043679
"Apollo Cradle A Unit Of Apollo Specialty 
Hospital",HYDERABAD,TELANGANA,4.7,2785.0,"CC89+H2 Hyderabad, Telangana",17.4164375,78.4149929
Prerana Hospital,HYDERABAD,TELANGANA,3.0,407.0,"C92P+CF Hyderabad, Telangana",17.4010625,78.3836179
Kalyani Hospital,HYDERABAD,TELANGANA,4.4,62.0,"CFP3+6G Hyderabad, Telangana",17.4355625,78.4512429
Orchid Hospital,HYDERABAD,TELANGANA,3.4,76.0,"9G9M+GP Hyderabad, Telangana",17.3688125,78.5317429
Asian Multi Specialty Hospital,HYDERABAD,TELANGANA,,,,,
Yashoda Krishna Hospital,HYDERABAD,TELANGANA,4.2,73.0,"9GR6+JG Hyderabad, Telangana",17.3915625,78.5087429
"Riya Hospital - A Unit of Vaishnavi 
Research Centre",HYDERABAD,TELANGANA,4.5,19.0,"9FVX+WQ Hyderabad, Telangana",,
City Hospital,HYDERABAD,TELANGANA,4.0,11.0,,,
Aditya Care Hospital Karimnagar,HYDERABAD,TELANGANA,4.1,90.0,"C4RJ+9H Karimnagar, Telangana",18.4409375,79.1288679
Arunodaya Multi Speciality Hospital,HYDERABAD,TELANGANA,3.5,24.0,,,
Sunshine Hospital Gachibowli,HYDERABAD,TELANGANA,4.5,4441.0,"C9CP+22 Rai Durg, Telangana",17.4200625,78.3824929
Vinn Hospital,HYDERABAD,TELANGANA,3.3,4.0,,,
Pavan Sai Hospital,HYDERABAD,TELANGANA,3.9,166.0,"9H65+68 Hyderabad, Telangana",17.3605625,78.5557429
Germanten Hospitals,HYDERABAD,TELANGANA,4.7,1374.0,"9C6H+Q7 Attapur, Gudimalkapur, Hyderabad, Telangana",17.3746581,78.4090968
AIG Hospitals,HYDERABAD,TELANGANA,4.3,17978.0,"C9V8+8G Hyderabad, Telangana",17.4433125,78.3637429
Avis Hospitals,HYDERABAD,TELANGANA,4.3,1013.0,"CCH9+Q4 Hyderabad, Telangana",17.4294375,78.4152429
Srihitha Hospital,HYDERABAD,TELANGANA,3.4,75.0,"9G9H+2R Hyderabad, Telangana",17.3675625,78.5269929
Sree Lekha Hospital,HYDERABAD,TELANGANA,4.7,35.0,"8GWH+9J Hyderabad, Telangana",17.3459375,78.5264929
Sangeetha Hospital,HYDERABAD,TELANGANA,4.1,32.0,"H3QM+MH Sangareddy, Telangana",17.5891875,78.0813679
Jeevan Hospital,HYDERABAD,TELANGANA,4.1,357.0,"8GVG+WR Kharmanghat, Telangana",17.3448125,78.5244929
Janani Hospitals,HYDERABAD,TELANGANA,4.5,24.0,"9G44+R3 Hyderabad, Telangana",17.3570625,78.5026179
Ushodaya Hospitals,HYDERABAD,TELANGANA,3.7,35.0,"9C6P+47 Hyderabad, Telangana",17.3603125,78.4331179
Viswas Multispeciality Hospital,HYDERABAD,TELANGANA,3.2,40.0,"8GRC+3P Hyderabad, Telangana",17.3401875,78.5192429
RBM Hospital,HYDERABAD,TELANGANA,4.1,591.0,"CH9M+9C Hyderabad, Telangana",17.4017894,78.4062134
Maax Life Multispeciality Hospitals,HYDERABAD,TELANGANA,4.4,92.0,"8GWH+33 Kharmanghat, Telangana",17.3451875,78.5251179
Citi Neuro Centre Hospital,HYDERABAD,TELANGANA,4.0,857.0,"CC7F+FQ Hyderabad, Telangana",17.4136875,78.4218679
Pratibha Super Speciality Hospital,HYDERABAD,TELANGANA,3.0,172.0,"M493+9Q Nizamabad, Telangana",18.6684375,78.1018679
New Shadow Hospital,HYDERABAD,TELANGANA,5.0,1.0,,,
Happy Hospital,HYDERABAD,TELANGANA,3.4,195.0,"F8VV+W8 Hyderabad, Telangana",17.4948125,78.3407429
Hyderabad Multispeciality Hospital,HYDERABAD,TELANGANA,4.6,330.0,"9GC2+M5 Hyderabad, Telangana",17.3716875,78.4978679
Ankura Hospital(Sainikpuri),HYDERABAD,TELANGANA,4.4,1977.0,"FHJ3+R2 Hyderabad, Telangana",17.4820625,78.5499929
Ankura Hospital(Boduppal),HYDERABAD,TELANGANA,4.4,2872.0,"CH3M+54 Hyderabad, Telangana",17.4029375,78.5802429
Ankura Hospital(Madinaguda),HYDERABAD,TELANGANA,4.2,1836.0,"F8VR+WF Madeenaguda, Telangana",17.4948125,78.3386179
Anupama Hospital,HYDERABAD,TELANGANA,4.2,1592.0,"F9PR+64 Hyderabad, Telangana",17.4855625,78.3877429
Ent Care Hospital,HYDERABAD,TELANGANA,4.8,352.0,"9CVF+7Q Hyderabad, Telangana",17.3931875,78.4218679
Fatima Hospital,HYDERABAD,TELANGANA,4.2,718.0,"8FV5+WJ Hyderabad, Telangana",17.3448125,78.4564929
Mana Hospitals,HYDERABAD,TELANGANA,3.4,367.0,"FCV6+XR Hyderabad, Telangana",17.4949375,78.4094929
MEDS Hospital,HYDERABAD,TELANGANA,4.4,42.0,"9F86+5Q Hyderabad, Telangana",17.3654375,78.4593679
Nakshatra Hospitals,HYDERABAD,TELANGANA,4.7,1192.0,"9H64+XR Hyderabad, Telangana",17.3624375,78.5544929
Rohan Hospital,HYDERABAD,TELANGANA,3.8,149.0,"9FV2+VR Hyderabad, Telangana",17.3946875,78.4494929
Safe Kids Hospitals,HYDERABAD,TELANGANA,4.8,1494.0,"9CGH+4R Hyderabad, Telangana",17.3753125,78.4269929
Shashi Hospital,HYDERABAD,TELANGANA,2.7,137.0,"9G9C+MG Hyderabad, Telangana",17.3691875,78.5187429
Sunita Childrens Hospital,HYDERABAD,TELANGANA,3.6,161.0,"9G26+4R Hyderabad, Telangana",17.3503125,78.5094929
Surekha Hospital,HYDERABAD,TELANGANA,4.8,1901.0,"GFPQ+FC Hyderabad, Telangana",17.5361875,78.4859929
